[Header]
; Displex Transport Data File (default extension .dat)
; Copyright 2016, Hechang LEI, hlei@ruc.edu.cn. All rights reserved.
BYAPP, Displex, 2.0
INFO, Displex AC Transport Measurement Program, Release 2.0.
INFO, Channel 1, Temperature Sensor
INFO, Sample 1 Length (cm): 0.000000; Width (cm): 0.000000; Thickness (cm): 0.000000. 
INFO, Sample 1 Length (cm): 0.000000; Width (cm): 0.000000; Thickness (cm): 0.000000. 

[Data]
Timestamp(s),Time(s),Temp(K),R1(Ohm),R2(Ohm),R3(Ohm),R4(Ohm)
3867317603.93,6820.36,48.981540,2.089550000,,,
3867317617.19,6833.62,49.074175,,1.465210000,,
3867317630.39,6846.82,49.172580,,,0.014979700,
3867317643.60,6860.03,49.262895,,,,0.022370500
3867317656.92,6873.35,49.351770,2.090990000,,,
3867317670.11,6886.54,49.441150,,1.465670000,,
3867317683.32,6899.75,49.541740,,,0.014967600,
3867317696.52,6912.95,49.634720,,,,0.022446800
3867317709.77,6926.20,49.725095,2.090740000,,,
3867317723.04,6939.47,49.819460,,1.466120000,,
3867317736.25,6952.68,49.909430,,,0.015044100,
3867317749.45,6965.88,50.000465,,,,0.022503200
3867317762.94,6979.37,50.104965,2.090910000,,,
3867317776.16,6992.59,50.190450,,1.466650000,,
3867317789.37,7005.80,50.282020,,,0.015097100,
3867317802.57,7019.00,50.373575,,,,0.022565700
3867317815.82,7032.25,50.473310,2.092420000,,,
3867317829.08,7045.51,50.565450,,1.467080000,,
3867317842.29,7058.72,50.648645,,,0.015119500,
3867317855.50,7071.93,50.747905,,,,0.022637000
3867317868.94,7085.37,50.845505,2.093800000,,,
3867317882.21,7098.64,50.935560,,1.467490000,,
3867317895.42,7111.85,51.027720,,,0.015136600,
3867317908.62,7125.05,51.117225,,,,0.022703200
3867317921.92,7138.35,51.213055,2.097340000,,,
3867317935.13,7151.56,51.307890,,1.467860000,,
3867317948.34,7164.77,51.396790,,,0.015191200,
3867317961.55,7177.98,51.498400,,,,0.022783100
3867317974.97,7191.40,51.584800,2.096520000,,,
3867317988.16,7204.59,51.674950,,1.468320000,,
3867318001.36,7217.79,51.772130,,,0.015192300,
3867318014.57,7231.00,51.865425,,,,0.022870900
3867318027.83,7244.26,51.955975,2.097570000,,,
3867318041.08,7257.51,52.053325,,1.471000000,,
3867318054.29,7270.72,52.141275,,,0.015268500,
3867318067.49,7283.92,52.230940,,,,0.023003800
3867318080.94,7297.37,52.339280,2.099040000,,,
3867318094.21,7310.64,52.418920,,1.471340000,,
3867318107.41,7323.84,52.508725,,,0.015303700,
3867318120.62,7337.05,52.611065,,,,0.023053500
3867318133.86,7350.29,52.702745,2.103620000,,,
3867318147.13,7363.56,52.794735,,1.471650000,,
3867318160.33,7376.76,52.882825,,,0.015407700,
3867318173.54,7389.97,52.971685,,,,0.023040500
3867318186.97,7403.40,53.080135,2.101630000,,,
3867318200.15,7416.58,53.167765,,1.472000000,,
3867318213.36,7429.79,53.252180,,,0.015311700,
3867318226.57,7443.00,53.352345,,,,0.023129500
3867318239.81,7456.24,53.444390,2.103360000,,,
3867318253.08,7469.51,53.537450,,1.472360000,,
3867318266.29,7482.72,53.632780,,,0.015324100,
3867318279.49,7495.92,53.727735,,,,0.023205200
3867318292.93,7509.36,53.810255,2.104600000,,,
3867318306.20,7522.63,53.910335,,1.472750000,,
3867318319.41,7535.84,53.997555,,,0.015401900,
3867318332.61,7549.04,54.082125,,,,0.023278400
3867318345.86,7562.29,54.197560,2.109120000,,,
3867318359.13,7575.56,54.291065,,1.473070000,,
3867318372.33,7588.76,54.366875,,,0.015483700,
3867318385.54,7601.97,54.453960,,,,0.023355500
3867318398.93,7615.36,54.579365,2.107250000,,,
3867318412.15,7628.58,54.653770,,1.473370000,,
3867318425.36,7641.79,54.730320,,,0.015474600,
3867318438.56,7654.99,54.833625,,,,0.023421500
3867318451.82,7668.25,54.939100,2.108870000,,,
3867318465.07,7681.50,55.023100,,1.473620000,,
3867318478.28,7694.71,55.107665,,,0.015572500,
3867318491.48,7707.91,55.213475,,,,0.023479800
3867318504.93,7721.36,55.308100,2.110480000,,,
3867318518.20,7734.63,55.390275,,1.473940000,,
3867318531.40,7747.83,55.494070,,,0.015619700,
3867318544.61,7761.04,55.580150,,,,0.023549600
3867318557.87,7774.30,55.676050,2.114240000,,,
3867318571.12,7787.55,55.769140,,1.474140000,,
3867318584.33,7800.76,55.868990,,,0.015636200,
3867318597.53,7813.96,55.950900,,,,0.023610200
3867318610.93,7827.36,56.040900,2.112610000,,,
3867318624.15,7840.58,56.136720,,1.474440000,,
3867318637.35,7853.78,56.235800,,,0.015638300,
3867318650.56,7866.99,56.322620,,,,0.023677700
3867318663.81,7880.24,56.414455,2.115860000,,,
3867318677.07,7893.50,56.511800,,1.474660000,,
3867318690.28,7906.71,56.605540,,,0.015673100,
3867318703.48,7919.91,56.701290,,,,0.023758700
3867318716.93,7933.36,56.785815,2.117520000,,,
3867318730.19,7946.62,56.879810,,1.475010000,,
3867318743.40,7959.83,56.979550,,,0.015723600,
3867318756.60,7973.03,57.062485,,,,0.023822000
3867318769.85,7986.28,57.163445,2.119540000,,,
3867318783.12,7999.55,57.265185,,1.475400000,,
3867318796.32,8012.75,57.339125,,,0.015850400,
3867318809.53,8025.96,57.440460,,,,0.023914700
3867318822.93,8039.36,57.539270,2.120430000,,,
3867318836.14,8052.57,57.614660,,1.475740000,,
3867318849.35,8065.78,57.727640,,,0.015788100,
3867318862.55,8078.98,57.814775,,,,0.023946800
3867318875.81,8092.24,57.897805,2.121350000,,,
3867318889.06,8105.49,57.996770,,1.475940000,,
3867318902.27,8118.70,58.099110,,,0.015840900,
3867318915.48,8131.91,58.179505,,,,0.024052200
3867318928.95,8145.38,58.280970,2.122110000,,,
3867318942.19,8158.62,58.373275,,1.476220000,,
3867318955.40,8171.83,58.457660,,,0.015882000,
3867318968.60,8185.03,58.554875,,,,0.024129300
3867318981.85,8198.28,58.645925,2.123050000,,,
3867318995.11,8211.54,58.741355,,1.476480000,,
3867319008.32,8224.75,58.837875,,,0.015945900,
3867319021.52,8237.95,58.917655,,,,0.024192000
3867319034.92,8251.35,59.030190,2.124910000,,,
3867319048.14,8264.57,59.105730,,1.476760000,,
3867319061.34,8277.77,59.211635,,,0.015889500,
3867319074.55,8290.98,59.293115,,,,0.024245500
3867319087.79,8304.22,59.389155,2.127150000,,,
3867319101.06,8317.49,59.488100,,1.477010000,,
3867319114.27,8330.70,59.574960,,,0.016031100,
3867319127.47,8343.90,59.669030,,,,0.024295900
3867319140.95,8357.38,59.752290,2.128300000,,,
3867319154.19,8370.62,59.866245,,1.477220000,,
3867319167.39,8383.82,59.952905,,,0.016064700,
3867319180.60,8397.03,60.049520,,,,0.024254900
3867319193.86,8410.29,60.131190,2.129230000,,,
3867319207.11,8423.54,60.217765,,1.477330000,,
3867319220.32,8436.75,60.314060,,,0.016105000,
3867319233.52,8449.95,60.416320,,,,0.024288100
3867319246.95,8463.38,60.513965,2.130630000,,,
3867319260.14,8476.57,60.599670,,1.477540000,,
3867319273.34,8489.77,60.694195,,,0.016153300,
3867319286.55,8502.98,60.787185,,,,0.024362600
3867319299.81,8516.24,60.874290,2.132800000,,,
3867319313.06,8529.49,60.966620,,1.477600000,,
3867319326.27,8542.70,61.069465,,,0.016231800,
3867319339.47,8555.90,61.154475,,,,0.024511500
3867319352.97,8569.40,61.236290,2.133870000,,,
3867319366.18,8582.61,61.347125,,1.478030000,,
3867319379.39,8595.82,61.438515,,,0.016258200,
3867319392.59,8609.02,61.530620,,,,0.024555600
3867319405.84,8622.27,61.622755,2.135610000,,,
3867319419.11,8635.54,61.705235,,1.478320000,,
3867319432.31,8648.74,61.818750,,,0.016265800,
3867319445.52,8661.95,61.906540,,,,0.024695400
3867319458.99,8675.42,61.986855,2.137260000,,,
3867319472.23,8688.66,62.075995,,1.478480000,,
3867319485.44,8701.87,62.174585,,,0.016288200,
3867319498.64,8715.07,62.299675,,,,0.024744400
3867319511.89,8728.32,62.366640,2.137220000,,,
3867319525.16,8741.59,62.440475,,1.478660000,,
3867319538.36,8754.79,62.552455,,,0.016245700,
3867319551.57,8768.00,62.648125,,,,0.024836100
3867319564.93,8781.36,62.744435,2.139780000,,,
3867319578.18,8794.61,62.828300,,1.478740000,,
3867319591.39,8807.82,62.916915,,,0.016398100,
3867319604.59,8821.02,63.018005,,,,0.024895600
3867319617.84,8834.27,63.108850,2.141190000,,,
3867319631.10,8847.53,63.208910,,1.479030000,,
3867319644.31,8860.74,63.299095,,,0.016447800,
3867319657.51,8873.94,63.383680,,,,0.024968300
3867319670.93,8887.36,63.481100,2.142730000,,,
3867319684.13,8900.56,63.573160,,1.479070000,,
3867319697.33,8913.76,63.667855,,,0.016418900,
3867319710.54,8926.97,63.767030,,,,0.025030900
3867319723.79,8940.22,63.852190,2.143490000,,,
3867319737.05,8953.48,63.935150,,1.479280000,,
3867319750.26,8966.69,64.036875,,,0.016488300,
3867319763.46,8979.89,64.125585,,,,0.025100200
3867319776.93,8993.36,64.230495,2.144050000,,,
3867319790.18,9006.61,64.316380,,1.479290000,,
3867319803.38,9019.81,64.418510,,,0.016497200,
3867319816.59,9033.02,64.497385,,,,0.025188900
3867319829.87,9046.30,64.587120,2.145980000,,,
3867319843.10,9059.53,64.700725,,1.479540000,,
3867319856.30,9072.73,64.789535,,,0.016502900,
3867319869.51,9085.94,64.863705,,,,0.025303300
3867319882.93,9099.36,64.966355,2.146560000,,,
3867319896.12,9112.55,65.054345,,1.479930000,,
3867319909.33,9125.76,65.157265,,,0.016578000,
3867319922.53,9138.96,65.250040,,,,0.025342300
3867319935.79,9152.22,65.337530,2.147400000,,,
3867319949.05,9165.48,65.422010,,1.480080000,,
3867319962.25,9178.68,65.521505,,,0.016646700,
3867319975.46,9191.89,65.626940,,,,0.025398700
3867319988.93,9205.36,65.707875,2.148440000,,,
3867320002.17,9218.60,65.800160,,1.480160000,,
3867320015.38,9231.81,65.902220,,,0.016600100,
3867320028.58,9245.01,65.988915,,,,0.025456000
3867320041.84,9258.27,66.076965,2.148810000,,,
3867320055.10,9271.53,66.170000,,1.480330000,,
3867320068.30,9284.73,66.285085,,,0.016621400,
3867320081.51,9297.94,66.360950,,,,0.025539100
3867320094.93,9311.36,66.448880,2.150950000,,,
3867320108.12,9324.55,66.543040,,1.480510000,,
3867320121.32,9337.75,66.644950,,,0.016669000,
3867320134.53,9350.96,66.729660,,,,0.025588500
3867320147.77,9364.20,66.828535,2.152780000,,,
3867320161.04,9377.47,66.911200,,1.480690000,,
3867320174.25,9390.68,67.019390,,,0.016703200,
3867320187.45,9403.88,67.099015,,,,0.025656900
3867320200.94,9417.37,67.200355,2.154070000,,,
3867320214.17,9430.60,67.291285,,1.480780000,,
3867320227.37,9443.80,67.379070,,,0.016727400,
3867320240.58,9457.01,67.478245,,,,0.025713400
3867320253.84,9470.27,67.556610,2.153450000,,,
3867320267.09,9483.52,67.673125,,1.480970000,,
3867320280.30,9496.73,67.762880,,,0.016772300,
3867320293.50,9509.93,67.842410,,,,0.025774300
3867320306.95,9523.38,67.942855,2.153120000,,,
3867320320.22,9536.65,68.033230,,1.481050000,,
3867320333.42,9549.85,68.121600,,,0.016819700,
3867320346.63,9563.06,68.224635,,,,0.025846100
3867320359.92,9576.35,68.311155,2.154460000,,,
3867320373.14,9589.57,68.403415,,1.480930000,,
3867320386.35,9602.78,68.499420,,,0.016866600,
3867320399.55,9615.98,68.591050,,,,0.025893900
3867320412.97,9629.40,68.685945,2.155810000,,,
3867320426.16,9642.59,68.772930,,1.481170000,,
3867320439.37,9655.80,68.871510,,,0.016929500,
3867320452.58,9669.01,68.966575,,,,0.025966900
3867320465.83,9682.26,69.059535,2.156020000,,,
3867320479.09,9695.52,69.148230,,1.481220000,,
3867320492.29,9708.72,69.239500,,,0.016971800,
3867320505.50,9721.93,69.334130,,,,0.026061700
3867320518.92,9735.35,69.429970,2.160400000,,,
3867320532.11,9748.54,69.529015,,1.481340000,,
3867320545.32,9761.75,69.611770,,,0.016992800,
3867320558.52,9774.95,69.703960,,,,0.026139200
3867320571.78,9788.21,69.787375,2.161200000,,,
3867320585.03,9801.46,69.900230,,1.481400000,,
3867320598.24,9814.67,69.983040,,,0.017034300,
3867320611.45,9827.88,70.071620,,,,0.026223700
3867320624.96,9841.39,70.182690,2.162410000,,,
3867320638.16,9854.59,70.267135,,1.481580000,,
3867320651.37,9867.80,70.355595,,,0.017075000,
3867320664.57,9881.00,70.444445,,,,0.026270000
3867320677.83,9894.26,70.527735,2.160480000,,,
3867320691.08,9907.51,70.633895,,1.481550000,,
3867320704.29,9920.72,70.725490,,,0.017158000,
3867320717.50,9933.93,70.845645,,,,0.026342900
3867320730.93,9947.36,70.925010,2.163830000,,,
3867320744.11,9960.54,70.995515,,1.481380000,,
3867320757.31,9973.74,71.090430,,,0.017182500,
3867320770.52,9986.95,71.189105,,,,0.026436500
3867320783.77,10000.20,71.292180,2.162170000,,,
3867320797.03,10013.46,71.378630,,1.481120000,,
3867320810.24,10026.67,71.463535,,,0.017225900,
3867320823.44,10039.87,71.566595,,,,0.026503600
3867320836.93,10053.36,71.670170,2.163550000,,,
3867320850.15,10066.58,71.745480,,1.480770000,,
3867320863.36,10079.79,71.845455,,,0.017259600,
3867320876.57,10093.00,71.938650,,,,0.026607000
3867320889.82,10106.25,72.024990,2.164270000,,,
3867320903.08,10119.51,72.114030,,1.480280000,,
3867320916.29,10132.72,72.211225,,,0.017348000,
3867320929.49,10145.92,72.312890,,,,0.026696900
3867320942.93,10159.36,72.408280,2.165510000,,,
3867320956.20,10172.63,72.500530,,1.479860000,,
3867320969.41,10185.84,72.586035,,,0.017393200,
3867320982.62,10199.05,72.674110,,,,0.026734800
3867320995.86,10212.29,72.766395,2.166690000,,,
3867321009.13,10225.56,72.875410,,1.479490000,,
3867321022.33,10238.76,72.962685,,,0.017436700,
3867321035.54,10251.97,73.049545,,,,0.026793200
3867321048.93,10265.36,73.141690,2.167340000,,,
3867321062.15,10278.58,73.233895,,1.479230000,,
3867321075.36,10291.79,73.339690,,,0.017464900,
3867321088.56,10304.99,73.424540,,,,0.026879400
3867321101.82,10318.25,73.510910,2.167880000,,,
3867321115.08,10331.51,73.595570,,1.478920000,,
3867321128.28,10344.71,73.711295,,,0.017518900,
3867321141.49,10357.92,73.806015,,,,0.026964200
3867321154.95,10371.38,73.878800,2.169040000,,,
3867321168.20,10384.63,73.988085,,1.478570000,,
3867321181.41,10397.84,74.072600,,,0.017559200,
3867321194.61,10411.04,74.169380,,,,0.027040000
3867321207.87,10424.30,74.257765,2.171090000,,,
3867321221.12,10437.55,74.353980,,1.478140000,,
3867321234.33,10450.76,74.440645,,,0.017601400,
3867321247.54,10463.97,74.543310,,,,0.027146200
3867321260.95,10477.38,74.636935,2.170410000,,,
3867321274.15,10490.58,74.725540,,1.477740000,,
3867321287.36,10503.79,74.812165,,,0.017617500,
3867321300.56,10516.99,74.912340,,,,0.027243300
3867321313.82,10530.25,75.011240,2.170520000,,,
3867321327.07,10543.50,75.096375,,1.477250000,,
3867321340.28,10556.71,75.182285,,,0.017689800,
3867321353.48,10569.91,75.279140,,,,0.027319600
3867321366.95,10583.38,75.384390,2.171490000,,,
3867321380.19,10596.62,75.473130,,1.476710000,,
3867321393.40,10609.83,75.560600,,,0.017709300,
3867321406.61,10623.04,75.651965,,,,0.027439000
3867321419.85,10636.28,75.746110,2.174390000,,,
3867321433.12,10649.55,75.840165,,1.476100000,,
3867321446.33,10662.76,75.932855,,,0.017768600,
3867321459.53,10675.96,76.016380,,,,0.027587400
3867321472.95,10689.38,76.128440,2.172470000,,,
3867321486.14,10702.57,76.217440,,1.475480000,,
3867321499.35,10715.78,76.292590,,,0.017762600,
3867321512.56,10728.99,76.390440,,,,0.027630900
3867321525.81,10742.24,76.499580,2.172890000,,,
3867321539.07,10755.50,76.594815,,1.474870000,,
3867321552.27,10768.70,76.657795,,,0.017813000,
3867321565.48,10781.91,76.760980,,,,0.027649400
3867321578.95,10795.38,76.871060,2.173720000,,,
3867321592.19,10808.62,76.958135,,1.474140000,,
3867321605.40,10821.83,77.046615,,,0.017839200,
3867321618.61,10835.04,77.129935,,,,0.027748100
3867321631.86,10848.29,77.234340,2.177190000,,,
3867321645.12,10861.55,77.331615,,1.473510000,,
3867321658.32,10874.75,77.426985,,,0.017922500,
3867321671.53,10887.96,77.520760,,,,0.027825600
3867321684.95,10901.38,77.596355,2.174490000,,,
3867321698.14,10914.57,77.696900,,1.472910000,,
3867321711.35,10927.78,77.798960,,,0.017971700,
3867321724.55,10940.98,77.881200,,,,0.027888000
3867321737.81,10954.24,77.975505,2.175130000,,,
3867321751.07,10967.50,78.066735,,1.472360000,,
3867321764.27,10980.70,78.160420,,,0.018010600,
3867321777.48,10993.91,78.268690,,,,0.028013300
3867321790.97,11007.40,78.356125,2.175610000,,,
3867321804.19,11020.62,78.428180,,1.471740000,,
3867321817.40,11033.83,78.523665,,,0.018053700,
3867321830.60,11047.03,78.639595,,,,0.028089400
3867321843.86,11060.29,78.715380,2.179100000,,,
3867321857.11,11073.54,78.812595,,1.470940000,,
3867321870.32,11086.75,78.914620,,,0.000000000,
3867321883.52,11099.95,79.002640,,,,0.028121900
3867321896.99,11113.42,79.090770,2.179610000,,,
3867321910.24,11126.67,79.182390,,1.470280000,,
3867321923.44,11139.87,79.277975,,,0.018238700,
3867321936.65,11153.08,79.371505,,,,0.028306700
3867321949.89,11166.32,79.467940,2.180150000,,,
3867321963.16,11179.59,79.553635,,1.469540000,,
3867321976.37,11192.80,79.654965,,,0.018262000,
3867321989.57,11206.00,79.742685,,,,0.028372200
3867322002.93,11219.36,79.836670,2.180640000,,,
3867322016.19,11232.62,79.930955,,1.468620000,,
3867322029.39,11245.82,80.002430,,,0.018313700,
3867322042.60,11259.03,80.126520,,,,0.028497100
3867322055.85,11272.28,80.214195,2.179950000,,,
3867322069.11,11285.54,80.296070,,1.467780000,,
3867322082.32,11298.75,80.386935,,,0.018321500,
3867322095.52,11311.95,80.485220,,,,0.028604900
3867322108.93,11325.36,80.590255,2.179480000,,,
3867322122.13,11338.56,80.668640,,1.467040000,,
3867322135.34,11351.77,80.767560,,,0.018392700,
3867322148.54,11364.97,80.853200,,,,0.028702900
3867322161.81,11378.24,80.955445,2.179280000,,,
3867322175.06,11391.49,81.035795,,1.466100000,,
3867322188.26,11404.69,81.129445,,,0.018427800,
3867322201.47,11417.90,81.230925,,,,0.028743600
3867322214.93,11431.36,81.336500,2.179590000,,,
3867322228.18,11444.61,81.416990,,1.465160000,,
3867322241.39,11457.82,81.506900,,,0.018469900,
3867322254.59,11471.02,81.597655,,,,0.028874900
3867322267.87,11484.30,81.700145,2.178600000,,,
3867322281.10,11497.53,81.786135,,1.464380000,,
3867322294.31,11510.74,81.877075,,,0.018526300,
3867322307.52,11523.95,81.969225,,,,0.028966300
3867322320.93,11537.36,82.074100,2.179070000,,,
3867322334.13,11550.56,82.160690,,1.463320000,,
3867322347.34,11563.77,82.251205,,,0.018537000,
3867322360.54,11576.97,82.347150,,,,0.029069100
3867322373.79,11590.22,82.437935,2.178470000,,,
3867322387.05,11603.48,82.533435,,1.462250000,,
3867322400.26,11616.69,82.627610,,,0.018640700,
3867322413.47,11629.90,82.713715,,,,0.029117600
3867322426.92,11643.35,82.807530,2.177800000,,,
3867322440.18,11656.61,82.904515,,1.461200000,,
3867322453.38,11669.81,83.020460,,,0.018691200,
3867322466.59,11683.02,83.069560,,,,0.029128600
3867322479.84,11696.27,83.168650,2.177440000,,,
3867322493.10,11709.53,83.272030,,1.460210000,,
3867322506.31,11722.74,83.378480,,,0.018743100,
3867322519.52,11735.95,83.466450,,,,0.029220600
3867322532.93,11749.36,83.554735,2.177070000,,,
3867322546.13,11762.56,83.645210,,1.459180000,,
3867322559.33,11775.76,83.729045,,,0.018803300,
3867322572.54,11788.97,83.827510,,,,0.029267100
3867322585.79,11802.22,83.928730,2.178650000,,,
3867322599.05,11815.48,84.022480,,1.458010000,,
3867322612.26,11828.69,84.115970,,,0.018839400,
3867322625.46,11841.89,84.200045,,,,0.029382000
3867322638.94,11855.37,84.289435,2.178370000,,,
3867322652.17,11868.60,84.391370,,1.456880000,,
3867322665.38,11881.81,84.486860,,,0.018900300,
3867322678.58,11895.01,84.574675,,,,0.029442600
3867322691.84,11908.27,84.671720,2.178160000,,,
3867322705.10,11921.53,84.758450,,1.455700000,,
3867322718.30,11934.73,84.847265,,,0.018932400,
3867322731.51,11947.94,84.947385,,,,0.029499400
3867322744.95,11961.38,85.042905,2.177540000,,,
3867322758.22,11974.65,85.143070,,1.454510000,,
3867322771.43,11987.86,85.223275,,,0.018998600,
3867322784.63,12001.06,85.316025,,,,0.029598100
3867322797.92,12014.35,85.412460,2.177310000,,,
3867322811.15,12027.58,85.505570,,1.453160000,,
3867322824.35,12040.78,85.605615,,,0.019050000,
3867322837.56,12053.99,85.686970,,,,0.029703200
3867322850.97,12067.40,85.786020,2.177100000,,,
3867322864.17,12080.60,85.871670,,1.451880000,,
3867322877.38,12093.81,85.972180,,,0.019095400,
3867322890.58,12107.01,86.063540,,,,0.029736500
3867322903.84,12120.27,86.159325,2.176960000,,,
3867322917.09,12133.52,86.241595,,1.450600000,,
3867322930.30,12146.73,86.343005,,,0.019123600,
3867322943.51,12159.94,86.436375,,,,0.029853100
3867322956.94,12173.37,86.523495,2.175780000,,,
3867322970.12,12186.55,86.626255,,1.449370000,,
3867322983.32,12199.75,86.719525,,,0.019193000,
3867322996.53,12212.96,86.802305,,,,0.029927300
3867323009.78,12226.21,86.901450,2.173800000,,,
3867323023.04,12239.47,86.973210,,1.448040000,,
3867323036.25,12252.68,87.087000,,,0.019233500,
3867323049.46,12265.89,87.193985,,,,0.030024300
3867323062.96,12279.39,87.272205,2.172680000,,,
3867323076.17,12292.60,87.353895,,1.446530000,,
3867323089.37,12305.80,87.461330,,,0.019306500,
3867323102.58,12319.01,87.553715,,,,0.030148300
3867323115.83,12332.26,87.642890,2.172450000,,,
3867323129.09,12345.52,87.725460,,1.445370000,,
3867323142.30,12358.73,87.824665,,,0.019354000,
3867323155.50,12371.93,87.921460,,,,0.030149900
3867323168.99,12385.42,88.008540,2.172120000,,,
3867323182.21,12398.64,88.109690,,1.443740000,,
3867323195.42,12411.85,88.195595,,,0.019406100,
3867323208.63,12425.06,88.301810,,,,0.030320400
3867323221.88,12438.31,88.399105,2.169730000,,,
3867323235.14,12451.57,88.479915,,1.442220000,,
3867323248.35,12464.78,88.563625,,,0.019471000,
3867323261.55,12477.98,88.662030,,,,0.030338400
3867323274.93,12491.36,88.748490,2.172200000,,,
3867323288.16,12504.59,88.841035,,1.440850000,,
3867323301.37,12517.80,88.965080,,,0.019531100,
3867323314.57,12531.00,89.045870,,,,0.030435700
3867323327.83,12544.26,89.121145,2.169240000,,,
3867323341.09,12557.52,89.211430,,1.439260000,,
3867323354.29,12570.72,89.306195,,,0.019579900,
3867323367.50,12583.93,89.411990,,,,0.030526100
3867323380.93,12597.36,89.503685,2.170980000,,,
3867323394.11,12610.54,89.591995,,1.437790000,,
3867323407.32,12623.75,89.683685,,,0.019610400,
3867323420.52,12636.95,89.785545,,,,0.030645800
3867323433.77,12650.20,89.882685,2.170550000,,,
3867323447.04,12663.47,89.965390,,1.436240000,,
3867323460.24,12676.67,90.043045,,,0.019654100,
3867323473.45,12689.88,90.143765,,,,0.030729500
3867323486.93,12703.36,90.253715,2.169620000,,,
3867323500.16,12716.59,90.345810,,1.434600000,,
3867323513.36,12729.79,90.432165,,,0.019720600,
3867323526.57,12743.00,90.521915,,,,0.030825300
3867323539.83,12756.26,90.610595,2.165770000,,,
3867323553.08,12769.51,90.703930,,1.433040000,,
3867323566.29,12782.72,90.807295,,,0.019755100,
3867323579.50,12795.93,90.895575,,,,0.030870500
3867323592.95,12809.38,90.982665,2.164790000,,,
3867323606.21,12822.64,91.069155,,1.431410000,,
3867323619.41,12835.84,91.168840,,,0.019817100,
3867323632.62,12849.05,91.280385,,,,0.030968200
3867323645.87,12862.30,91.375125,2.163580000,,,
3867323659.13,12875.56,91.454970,,1.429590000,,
3867323672.34,12888.77,91.538615,,,0.019911600,
3867323685.54,12901.97,91.628340,,,,0.031082800
3867323698.93,12915.36,91.743495,2.162560000,,,
3867323712.16,12928.59,91.824655,,1.428050000,,
3867323725.36,12941.79,91.906365,,,0.019961700,
3867323738.57,12955.00,92.007890,,,,0.031103200
3867323751.82,12968.25,92.097405,2.160970000,,,
3867323765.08,12981.51,92.192930,,1.426470000,,
3867323778.29,12994.72,92.295950,,,0.020020300,
3867323791.49,13007.92,92.390505,,,,0.031260300
3867323804.95,13021.38,92.478685,2.160030000,,,
3867323818.20,13034.63,92.552790,,1.425010000,,
3867323831.41,13047.84,92.653370,,,0.020080400,
3867323844.62,13061.05,92.758310,,,,0.031296200
3867323857.87,13074.30,92.842855,2.159470000,,,
3867323871.13,13087.56,92.936530,,1.423360000,,
3867323884.33,13100.76,93.042365,,,0.020154100,
3867323897.54,13113.97,93.127645,,,,0.031411600
3867323910.93,13127.36,93.219525,2.158480000,,,
3867323924.15,13140.58,93.307345,,1.421650000,,
3867323937.35,13153.78,93.395545,,,0.020219700,
3867323950.56,13166.99,93.501440,,,,0.031437000
3867323963.81,13180.24,93.590555,2.156580000,,,
3867323977.08,13193.51,93.681615,,1.419800000,,
3867323990.28,13206.71,93.776250,,,0.020276600,
3867324003.49,13219.92,93.858585,,,,0.031538200
3867324016.92,13233.35,93.953015,2.158280000,,,
3867324030.10,13246.53,94.049105,,1.417870000,,
3867324043.31,13259.74,94.163045,,,0.020293800,
3867324056.51,13272.94,94.259050,,,,0.031632900
3867324069.76,13286.19,94.326570,2.155120000,,,
3867324083.02,13299.45,94.417660,,1.416050000,,
3867324096.23,13312.66,94.512650,,,0.020356800,
3867324109.43,13325.86,94.605740,,,,0.031718900
3867324122.96,13339.39,94.715265,2.153640000,,,
3867324136.15,13352.58,94.799725,,1.414360000,,
3867324149.35,13365.78,94.887200,,,0.020420300,
3867324162.56,13378.99,94.968110,,,,0.031811500
3867324175.81,13392.24,95.084335,2.151390000,,,
3867324189.07,13405.50,95.172000,,1.412350000,,
3867324202.28,13418.71,95.272225,,,0.020472800,
3867324215.48,13431.91,95.351335,,,,0.031866900
3867324228.97,13445.40,95.444715,2.149860000,,,
3867324242.20,13458.63,95.538830,,1.410360000,,
3867324255.40,13471.83,95.632460,,,0.020550600,
3867324268.61,13485.04,95.712025,,,,0.031988400
3867324281.86,13498.29,95.800845,2.149130000,,,
3867324295.12,13511.55,95.926225,,1.408130000,,
3867324308.32,13524.75,96.031965,,,0.020615100,
3867324321.53,13537.96,96.114105,,,,0.032119100
3867324334.93,13551.36,96.191010,2.147160000,,,
3867324348.14,13564.57,96.267310,,1.406390000,,
3867324361.35,13577.78,96.366375,,,0.020666200,
3867324374.55,13590.98,96.466705,,,,0.032208600
3867324387.80,13604.23,96.569555,2.146130000,,,
3867324401.07,13617.50,96.663795,,1.403770000,,
3867324414.27,13630.70,96.753355,,,0.020686700,
3867324427.48,13643.91,96.837050,,,,0.032281500
3867324440.93,13657.36,96.937405,2.144070000,,,
3867324454.19,13670.62,97.043160,,1.401530000,,
3867324467.40,13683.83,97.117975,,,0.020731100,
3867324480.60,13697.03,97.202320,,,,0.032355100
3867324493.85,13710.28,97.313835,2.142520000,,,
3867324507.12,13723.55,97.399190,,1.399450000,,
3867324520.32,13736.75,97.490935,,,0.020794300,
3867324533.53,13749.96,97.586865,,,,0.032687500
3867324546.99,13763.42,97.680375,2.140920000,,,
3867324560.24,13776.67,97.772200,,1.397080000,,
3867324573.45,13789.88,97.865640,,,0.020876400,
